"Story","Title","Result","Date","Stability","Duration (s)"
"Homepage","As Android user, I can buy product and add to chart","SUCCESS","2022-05-15T20:13:33.5081555+07:00[Asia/Bangkok]","0.0","17.72"
"Login","As Android user, I can login to the app","SUCCESS","2022-05-15T20:13:51.2606166+07:00[Asia/Bangkok]","0.0","17.88"
"Register","As Android user, I can creat account on the app","SUCCESS","2022-05-15T20:14:09.1470666+07:00[Asia/Bangkok]","0.0","23.71"
