"Story","Title","Result","Date","Stability","Duration (s)"
"Homepage","As Android user, I can buy product and add to chart","ERROR","2022-05-16T19:22:50.2634038+07:00[Asia/Bangkok]","0.0","5.37"
"Login","As Android user, I can login to the app","ERROR","2022-05-16T19:22:55.7018192+07:00[Asia/Bangkok]","0.0","2.5"
"Register","As Android user, I can creat account on the app","ERROR","2022-05-16T19:22:58.2575596+07:00[Asia/Bangkok]","0.0","2.41"
