"Story","Title","Result","Date","Stability","Duration (s)"
"Homepage","As a user, i can see details product and give rating","SUCCESS","2022-05-14T00:39:53.0335455+07:00[Asia/Bangkok]","0.0","11.81"
"Logout","As a user, i can logout of account","FAILURE","2022-05-14T00:40:27.4359616+07:00[Asia/Bangkok]","0.0","13.15"
"Order","As a user, i have able to order and pay product","SUCCESS","2022-05-14T00:40:41.8507825+07:00[Asia/Bangkok]","0.0","14.64"
