"Story","Title","Result","Date","Stability","Duration (s)"
"Buy Product","As a user, i have able to buy a product and add to chart","SUCCESS","2022-05-14T00:36:51.8975197+07:00[Asia/Bangkok]","0.0","179.98"
"Buy Product","As a user, i have not able to buy a product and add to chart","SUCCESS","2022-05-14T00:39:52.8995386+07:00[Asia/Bangkok]","0.0","0.1"
